WlYyy,cctrW,iPqaD,iPqaD href,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,ySnDE,WlYyy 4,WlYyy 5,cctrW 2,ccVGl,WlYyy 6,ccVGl 2,WlYyy 7,dXxty
194,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By My Cairo Tours,https://www.tripadvisor.com/AttractionProductReview-g294201-d12466397-Inclusive_Tour_Giza_Pyramids_Sphinx_Memphis_Saqqara_Lunch_Professional_guide-Cairo.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d12466397-Inclusive_Tour_Giza_Pyramids_Sphinx_Memphis_Saqqara_Lunch_Professional_guide-Cairo.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/bb/ef/3a/caption.jpg?w=500&h=400&s=1,Inclusive Tour Giza Pyramids Sphinx Memphis Saqqara Lunch-Professional guide,9.,https://www.tripadvisor.com/Attraction_Review-g294201-d21238234-Reviews-My_Cairo_Tours-Cairo_Cairo_Governorate.html,Bus Tours,6+ hours,"Immerse yourself in the history of Egypt 

Admire at the famous sightseeing 

Lunch will be served in resturant 

Camel …",Free cancellation,95% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$65.00,per adult,More info,
"5,504",Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Cairo Tours & Packages / Memphis Tours Egypt,https://www.tripadvisor.com/AttractionProductReview-g294201-d17845319-Private_Tour_to_Giza_Pyramids_and_The_Egyptian_Museum-Cairo_Cairo_Governorate.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d17845319-Private_Tour_to_Giza_Pyramids_and_The_Egyptian_Museum-Cairo_Cairo_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/07/30/d8/caption.jpg?w=500&h=400&s=1,Private Tour to Giza Pyramids and The Egyptian Museum,10.,https://www.tripadvisor.com/Attraction_Review-g294201-d20398123-Reviews-Cairo_Tours_Packages_Memphis_Tours_Egypt-Cairo_Cairo_Governorate.html,Classic Car Tours,6+ hours,"Explore Ancient Egypt all in one day. Take in the Giza Pyramids of Cheops, Chephren and Mykreinus and the Sphinx before …",Free cancellation,98% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$93.00,per adult,More info,
48,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Egypt Nile Felucca,https://www.tripadvisor.com/AttractionProductReview-g294201-d12948165-2_Hour_Nile_River_Night_Dinner_Cruise_From_Cairo-Cairo_Cairo_Governorate.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d12948165-2_Hour_Nile_River_Night_Dinner_Cruise_From_Cairo-Cairo_Cairo_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/58/e5/37/caption.jpg?w=500&h=400&s=1,2-Hour Nile River Night Dinner Cruise From Cairo,11.,https://www.tripadvisor.com/Attraction_Review-g13074027-d23174515-Reviews-Egypt_Nile_Felucca-New_Cairo_City_Cairo_Governorate.html,City Tours,3 hours,Enjoy a 2-hour Nile River night cruise with buffet dinner. Includes pickup and drop off from your hotel in Cairo. As you…,Free cancellation,,,from,$40.00,per adult,More info,Taking safety measures
24,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Mody Egypt Tours,https://www.tripadvisor.com/AttractionProductReview-g294201-d18342694-Amazing_4_Days_Nile_Cruise_luxor_Aswan_abu_simbel_with_Train_Tickets_from_Cairo-Ca.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d18342694-Amazing_4_Days_Nile_Cruise_luxor_Aswan_abu_simbel_with_Train_Tickets_from_Cairo-Ca.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/85/f3/6e/caption.jpg?w=500&h=400&s=1,"Amazing 4 Days Nile Cruise luxor,Aswan,abu simbel with Train Tickets from Cairo",12.,https://www.tripadvisor.com/Attraction_Review-g294201-d17873457-Reviews-Mody_Egypt_Tours-Cairo_Cairo_Governorate.html,Bus Tours,3+ days,Savor the timeless experience that is a Nile cruise as you sail from Aswan to Luxor on an indulgent ship with on board swimming…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$372.00,per adult,More info,
69,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Let's Explore Egypt,https://www.tripadvisor.com/AttractionProductReview-g294201-d11464018-All_inclusive_Tour_Giza_Pyramids_Sphinx_Lunch_One_Hour_Quadbike_Camel_ride-Cairo_C.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d11464018-All_inclusive_Tour_Giza_Pyramids_Sphinx_Lunch_One_Hour_Quadbike_Camel_ride-Cairo_C.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/dc/97/94/caption.jpg?w=500&h=400&s=1,"All inclusive Tour Giza Pyramids,Sphinx, Lunch,One Hour Quadbike,Camel ride",13.,https://www.tripadvisor.com/Attraction_Review-g294201-d7736828-Reviews-Let_s_Explore_Egypt-Cairo_Cairo_Governorate.html,Bus Tours,5 hours,"Guided Tour with Qualifed tourguide 

Enjoy the adventure of riding a quad bike in the desert,

view of the fantastic Giza…",Free cancellation,98% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$75.00,per adult,More info,
370,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Egypt Safe Travel,https://www.tripadvisor.com/AttractionProductReview-g294201-d12955312-Full_day_tour_to_GIZA_PYRAMIDS_MEMPHIS_CITY_AND_SAKKARA_PYRAMID-Cairo_Cairo_Govern.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d12955312-Full_day_tour_to_GIZA_PYRAMIDS_MEMPHIS_CITY_AND_SAKKARA_PYRAMID-Cairo_Cairo_Govern.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/47/c3/caption.jpg?w=500&h=400&s=1,Full day tour to GIZA PYRAMIDS MEMPHIS CITY AND SAKKARA PYRAMID,14.,https://www.tripadvisor.com/Attraction_Review-g14182912-d19898218-Reviews-Egypt_Safe_Travel-Kafrat_Nassar_Giza_Governorate.html,Car Tours,6+ hours,"Cairo full day tour visits Giza Pyramids Sphinx one of Egypt top attractions, Memphis Citythat was the ancient Capital of…",Free cancellation,98% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$25.00,per adult,More info,
30,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Here Egypt Tours,https://www.tripadvisor.com/AttractionProductReview-g294201-d16878312-Egypt_Tour_8_nights_Cairo_Luxor_Aswan_Abu_Simbel_Nile_Cruise_Air_Balloon-Cairo_Cai.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d16878312-Egypt_Tour_8_nights_Cairo_Luxor_Aswan_Abu_Simbel_Nile_Cruise_Air_Balloon-Cairo_Cai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/8c/df/ef/caption.jpg?w=500&h=400&s=1,"Egypt Tour 8 nights Cairo, Luxor, Aswan & Abu Simbel, Nile Cruise, Air Balloon",15.,https://www.tripadvisor.com/Attraction_Review-g294202-d16811093-Reviews-Here_Egypt_Tours-Giza_Giza_Governorate.html,Multi-day Tours,3+ days,"See Egypt with different eyes.

Enjoy the main highlights of Luxor.

Enjoy the main highlights of Aswan.

Visit the fabulous…",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$800.00,per adult,More info,
166,,By Hesham Egypt Tour Guide,https://www.tripadvisor.com/AttractionProductReview-g294201-d12567237-Full_Day_Luxor_private_Tour_from_Cairo_by_Plane_with_Lunch-Cairo_Cairo_Governorate.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d12567237-Full_Day_Luxor_private_Tour_from_Cairo_by_Plane_with_Lunch-Cairo_Cairo_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/20/03/50/14/caption.jpg?w=500&h=400&s=1,Full-Day Luxor private Tour from Cairo by Plane with Lunch,16.,https://www.tripadvisor.com/Attraction_Review-g294201-d7797819-Reviews-Hesham_Egypt_Tour_Guide-Cairo_Cairo_Governorate.html,Bus Tours,8–12 hours,"every one can give tour , but we give an experience tour . Take this full-day tour from Cairo by flight to visit Karnak …",,98% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$133.00,per adult,More info,Taking safety measures
304,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Let's Explore Egypt,https://www.tripadvisor.com/AttractionProductReview-g294201-d11464497-All_inclusive_trip_Giza_Pyramids_Egyptian_Museum_Sphinx_Bazar_Camel_Ride_Lunch-Cai.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d11464497-All_inclusive_trip_Giza_Pyramids_Egyptian_Museum_Sphinx_Bazar_Camel_Ride_Lunch-Cai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c2/31/07/caption.jpg?w=500&h=400&s=1,"All inclusive trip Giza Pyramids,Egyptian Museum,Sphinx,Bazar,Camel Ride,Lunch",17.,https://www.tripadvisor.com/Attraction_Review-g294201-d7736828-Reviews-Let_s_Explore_Egypt-Cairo_Cairo_Governorate.html,Car Tours,8–10 hours,"visiting the Giza Pyramids, the Egyptian Museum, Khan El Khalili Market 

professional private tour guide.

Private personalized…",Free cancellation,99% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$50.00,per adult,More info,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Egypt Wonderful Tours,,https://www.tripadvisor.com/AttractionProductReview-g294201-d19423095-The_Jewels_Of_Egypt_s_Desert_Multi_Day_5_Cruise_Train_More_Luxe_Experience-Cairo_C.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/61/29/d5/caption.jpg?w=500&h=400&s=1,"The Jewels Of Egypt's Desert -Multi-Day 5* Cruise, Train & More Luxe Experience",18.,https://www.tripadvisor.com/Attraction_Review-g294201-d17852375-Reviews-Egypt_Wonderful_Tours-Cairo_Cairo_Governorate.html,Bus Tours,3+ days,"Travel by first class train to Luxor, and then a 5* cruise along the Nile, going back 4000 years to discover the unparalleled…",Free cancellation,,,from,$377.15,per adult,More info,Taking safety measures
15,,By Luxor Travels,https://www.tripadvisor.com/AttractionProductReview-g294201-d12901888-Private_Full_Day_Tour_to_Luxor_from_Cairo_with_Flight-Cairo_Cairo_Governorate.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d12901888-Private_Full_Day_Tour_to_Luxor_from_Cairo_with_Flight-Cairo_Cairo_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/65/55/4b/caption.jpg?w=500&h=400&s=1,Private Full Day Tour to Luxor from Cairo with Flight,19.,https://www.tripadvisor.com/Attraction_Review-g294205-d2350567-Reviews-Luxor_Travels-Luxor_Nile_River_Valley.html,Bus Tours,6+ hours,Full day private tour with a flight to see the highlights of the ancient West and East Bank monuments in Luxor from Cairo…,,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$395.00,per adult,More info,Taking safety measures
16,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Egypt Tours Club,https://www.tripadvisor.com/AttractionProductReview-g294201-d15341554-9_Day_Egypt_Discovery_Cairo_and_Nile_Cruise_from_Aswan_to_Luxor_and_Alexandria-Cai.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d15341554-9_Day_Egypt_Discovery_Cairo_and_Nile_Cruise_from_Aswan_to_Luxor_and_Alexandria-Cai.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/56/f5/fd/caption.jpg?w=500&h=400&s=1,9 Day Egypt Discovery Cairo and Nile Cruise from Aswan to Luxor and Alexandria,20.,https://www.tripadvisor.com/Attraction_Review-g294201-d3547596-Reviews-Egypt_Tours_Club-Cairo_Cairo_Governorate.html,Bus Tours,3+ days,We invites you on a lifetime experience and Sunny Land Tours has been offering fascinating tour packages to Egypt for over…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,"$1,800.00",per adult,More info,
39,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Emo Tours Egypt,https://www.tripadvisor.com/AttractionProductReview-g294201-d11461070-Full_Day_Tour_Visiting_Coptic_and_Islamic_Cairo-Cairo_Cairo_Governorate.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d11461070-Full_Day_Tour_Visiting_Coptic_and_Islamic_Cairo-Cairo_Cairo_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/57/df/caption.jpg?w=500&h=400&s=1,Full Day Tour Visiting Coptic and Islamic Cairo,21.,https://www.tripadvisor.com/Attraction_Review-g14182912-d19907959-Reviews-Emo_Tours_Egypt-Kafrat_Nassar_Giza_Governorate.html,Bus Tours,6+ hours,"Cairo Day Tour to Christian & Islamic Sights

Cairo's day tours to Christian and Islamic Sights starts at 8:00 am  Pickup…",Free cancellation,97% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$25.00,per adult,More info,
81,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Let's Explore Egypt,https://www.tripadvisor.com/AttractionProductReview-g294201-d11464097-Private_3_Days_to_the_best_11_sightseeing_Giza_Cairo_Alexandria-Cairo_Cairo_Govern.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d11464097-Private_3_Days_to_the_best_11_sightseeing_Giza_Cairo_Alexandria-Cairo_Cairo_Govern.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f0/da/0a/caption.jpg?w=500&h=400&s=1,Private 3 Days to the best 11 sightseeing Giza Cairo Alexandria,22.,https://www.tripadvisor.com/Attraction_Review-g294201-d7736828-Reviews-Let_s_Explore_Egypt-Cairo_Cairo_Governorate.html,Multi-day Tours,3 days,"Discover the best places in Cairo, Giza and Alexandria. 

Can't miss, such as the pyramids, the Egyptian Museum, Coptic …",Free cancellation,97% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$160.00,per adult,More info,
20,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Egypt Safe Travel,https://www.tripadvisor.com/AttractionProductReview-g294201-d12979950-2_Days_1_Night_Travel_Package_To_Aswan_Luxor_From_Cairo-Cairo_Cairo_Governorate.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d12979950-2_Days_1_Night_Travel_Package_To_Aswan_Luxor_From_Cairo-Cairo_Cairo_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/64/e3/2b/caption.jpg?w=500&h=400&s=1,2 Days 1 Night Travel Package To Aswan & Luxor From Cairo,23.,https://www.tripadvisor.com/Attraction_Review-g14182912-d19898218-Reviews-Egypt_Safe_Travel-Kafrat_Nassar_Giza_Governorate.html,Bus Tours,2 days,"Visit Best of Luxor & Aswan in 2 Days 1 Night Covers top attractions that includes High dam,Philae Temple,Abu Simbel,Luxor…",Free cancellation,95% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$500.00,per adult,More info,
25,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By YourTourGuide,https://www.tripadvisor.com/AttractionProductReview-g294201-d19010058-Cairo_Day_Trip_from_Hurghada-Cairo_Cairo_Governorate.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d19010058-Cairo_Day_Trip_from_Hurghada-Cairo_Cairo_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/f0/7c/cd/caption.jpg?w=500&h=400&s=1,Cairo Day Trip from Hurghada,24.,https://www.tripadvisor.com/Attraction_Review-g297549-d13336206-Reviews-YourTourGuide-Hurghada_Red_Sea_and_Sinai.html,Bus Tours,18–20 hours,Leave the beach for a day and head to Cairo in luxury on a day trip accompanied by your Egyptologist tour guide to discover…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$110.00,per adult,More info,
4,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Egypt Tours Excursions,https://www.tripadvisor.com/AttractionProductReview-g294201-d16911194-Special_Private_All_INC_Pyramids_Camel_Ride_1_Hour_Four_Wheeler_ATV_Lunch-Cairo_Ca.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d16911194-Special_Private_All_INC_Pyramids_Camel_Ride_1_Hour_Four_Wheeler_ATV_Lunch-Cairo_Ca.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/a7/45/47/caption.jpg?w=500&h=400&s=1,"Special Private All INC-Pyramids,Camel Ride(1 Hour) Four Wheeler(ATV) & Lunch",25.,https://www.tripadvisor.com/Attraction_Review-g294201-d11925088-Reviews-Egypt_Tours_Excursions-Cairo_Cairo_Governorate.html,Bus Tours,6 hours,"Itinerary: Enjoy All Inclusive amazing Private Tour

Our tour guide will pick you up from your hotel in Cairo or Giza, …",Free cancellation,,,from,$100.00,per adult,More info,Taking safety measures
76,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Egypt Nile Felucca,https://www.tripadvisor.com/AttractionProductReview-g294201-d13009472-1_Hour_ATV_at_Giza_Pyramids_from_Cairo-Cairo_Cairo_Governorate.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294201-d13009472-1_Hour_ATV_at_Giza_Pyramids_from_Cairo-Cairo_Cairo_Governorate.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/8c/df/b7/caption.jpg?w=500&h=400&s=1,1 Hour ATV at Giza Pyramids from Cairo,26.,https://www.tripadvisor.com/Attraction_Review-g13074027-d23174515-Reviews-Egypt_Nile_Felucca-New_Cairo_City_Cairo_Governorate.html,Adventure Tours,3 hours,As Per Requested time at any time between (6:00 am to 17:00 Pm) Pickup from your hotel in Cairo or Giza By Emo Tours guide…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$35.00,per adult,More info,
