,Attraction Name,Attraction Type,City,Country
41,Jameel House of Traditional Arts Jeddah,Art Galleries • Art Museums,Jeddah,Saudi Arabia
42,Hayya Jeddah Festival,Cultural Events,Jeddah,Saudi Arabia
43,Stars Avenue Mall,Shopping Malls,Jeddah,Saudi Arabia
44,Bounce Jeddah,Sports Complexes • Other Fun & Games,Jeddah,Saudi Arabia
45,Desert Sea Divers,Scuba & Snorkelling • Boat Tours,Jeddah,Saudi Arabia
46,Travaganza Adventures,Multi-day Tours • Canyoning & Rappelling Tours,Jeddah,Saudi Arabia
47,IN10SO,Bowling Alleys • Escape Games,Jeddah,Saudi Arabia
48,Escape Hunt Jeddah,Escape Games,Jeddah,Saudi Arabia
49,Dive Point Jeddah,Scuba & Snorkelling • Shark Diving,Jeddah,Saudi Arabia
50,Overboard,Scuba & Snorkelling • Water Sports,Jeddah,Saudi Arabia
51,KidZania Jeddah,Game & Entertainment Centers,Jeddah,Saudi Arabia
52,The Escape Hotel,Escape Games,Jeddah,Saudi Arabia
53,Dive with Imed,Sports Camps & Clinics • Scuba & Snorkelling,Jeddah,Saudi Arabia
54,Novus Escape Room,Escape Games,Jeddah,Saudi Arabia
55,West Sky Aviation,Air Tours,Jeddah,Saudi Arabia
56,The Secret Room,Escape Games • Scavenger Hunts,Jeddah,Saudi Arabia
57,Al-Harbi Transport for Umrah and Hajj,Safaris • Taxis & Shuttles,Jeddah,Saudi Arabia
58,Jeddah International Market,Speciality & Gift Shops,Jeddah,Saudi Arabia
59,Al-Haddad SCUBA,Scuba & Snorkelling • Shark Diving,Jeddah,Saudi Arabia
60,Saudi Arabia Tours,Multi-day Tours • Safaris,Jeddah,Saudi Arabia
61,Orca Divers SA,Scuba & Snorkelling • Adrenaline & Extreme Tours,Jeddah,Saudi Arabia
62,,1,Jeddah,Saudi Arabia
63,Roshan Mall,Shopping Malls,Jeddah,Saudi Arabia
64,Vox Cinema,Neighborhoods,Jeddah,Saudi Arabia
65,Athr Gallery,Points of Interest & Landmarks,Jeddah,Saudi Arabia
66,Darat Safeya Bizagr,Art Galleries,Jeddah,Saudi Arabia
67,Corniche Commercial Center,Shopping Malls,Jeddah,Saudi Arabia
68,,1,Jeddah,Saudi Arabia
69,Fins & Flash,Scuba & Snorkelling,Jeddah,Saudi Arabia
70,Jeddah Comedy Club,Bars & Clubs • Comedy Clubs,Jeddah,Saudi Arabia
71,MazeBox,Escape Games,Jeddah,Saudi Arabia
72,Hope Of Spring Dive,Sports Camps & Clinics • Scuba & Snorkelling,Jeddah,Saudi Arabia
73,Tuflah Well,Ancient Ruins • Points of Interest & Landmarks,Jeddah,Saudi Arabia
74,Exit the Room,Escape Games • Game & Entertainment Centers,Jeddah,Saudi Arabia
75,Bab Makkah Souk,Points of Interest & Landmarks,Jeddah,Saudi Arabia
76,Bab Makkah,Historic Sites • Points of Interest & Landmarks,Jeddah,Saudi Arabia
77,Gulf Divers Group,Scuba & Snorkelling,Jeddah,Saudi Arabia
78,Umrah Shuttle,Taxis & Shuttles,Jeddah,Saudi Arabia
79,Albatoul Marine,Adrenaline & Extreme Tours,Jeddah,Saudi Arabia
80,Xtreme Play,Game & Entertainment Centers,Jeddah,Saudi Arabia
81,Fun Island,Game & Entertainment Centers,Jeddah,Saudi Arabia
82,Jeddah Tours,Multi-day Tours • Private Tours,Jeddah,Saudi Arabia
83,MaxDeep Dive Center,Scuba & Snorkelling • Boat Tours,Jeddah,Saudi Arabia
84,Masaj Falabayni Jadah,Spas,Jeddah,Saudi Arabia
85,Souq Al Alawi,Points of Interest & Landmarks,Jeddah,Saudi Arabia
86,Toko Ali Murah,Shopping Malls,Jeddah,Saudi Arabia
87,Al Balad Souk,Points of Interest & Landmarks • Historic Walking Areas,Jeddah,Saudi Arabia
88,Lake Al-Arbaeen,Bodies of Water,Jeddah,Saudi Arabia
89,Bab Jadid,Ancient Ruins • Points of Interest & Landmarks,Jeddah,Saudi Arabia
90,One day city tour,Taxis & Shuttles • Day Trips,Jeddah,Saudi Arabia
91,SMAAASH سماااش,Adrenaline & Extreme Tours • Climbing Tours,Jeddah,Saudi Arabia
92,Al Dana Massage Center,Hammams & Turkish Baths • Spas,Jeddah,Saudi Arabia
93,Jeddah Lanes,Bowling Alleys,Jeddah,Saudi Arabia
94,Jeddah Tec,Scuba & Snorkelling • Boat Tours,Jeddah,Saudi Arabia
95,Beit Sharbatly,Historic Sites • Architectural Buildings,Jeddah,Saudi Arabia
96,Saudi Safari,Safaris • Taxis & Shuttles,Jeddah,Saudi Arabia
97,Al Saif Baech,Points of Interest & Landmarks • Scenic Walking Areas,Jeddah,Saudi Arabia
98,Al Shafei Mosque,Religious Sites,Jeddah,Saudi Arabia
99,,1,Jeddah,Saudi Arabia
100,Fins & Flash,Scuba & Snorkelling,Jeddah,Saudi Arabia
101,MazeBox,Escape Games,Jeddah,Saudi Arabia
102,Hope Of Spring Dive,Sports Camps & Clinics • Scuba & Snorkelling,Jeddah,Saudi Arabia
103,Tuflah Well,Ancient Ruins • Points of Interest & Landmarks,Jeddah,Saudi Arabia
104,Exit the Room,Escape Games • Game & Entertainment Centers,Jeddah,Saudi Arabia
105,Bab Makkah Souk,Points of Interest & Landmarks,Jeddah,Saudi Arabia
106,Bab Makkah,Historic Sites • Points of Interest & Landmarks,Jeddah,Saudi Arabia
107,Gulf Divers Group,Scuba & Snorkelling,Jeddah,Saudi Arabia
108,Albatoul Marine,Adrenaline & Extreme Tours,Jeddah,Saudi Arabia
109,Xtreme Play,Game & Entertainment Centers,Jeddah,Saudi Arabia
110,Fun Island,Game & Entertainment Centers,Jeddah,Saudi Arabia
111,MaxDeep Dive Center,Scuba & Snorkelling • Boat Tours,Jeddah,Saudi Arabia
112,Masaj Falabayni Jadah,Spas,Jeddah,Saudi Arabia
113,Souq Al Alawi,Points of Interest & Landmarks,Jeddah,Saudi Arabia
114,Toko Ali Murah,Shopping Malls,Jeddah,Saudi Arabia
115,Al Balad Souk,Points of Interest & Landmarks • Historic Walking Areas,Jeddah,Saudi Arabia
116,Lake Al-Arbaeen,Bodies of Water,Jeddah,Saudi Arabia
117,Bab Jadid,Ancient Ruins • Points of Interest & Landmarks,Jeddah,Saudi Arabia
118,One day city tour,Taxis & Shuttles • Day Trips,Jeddah,Saudi Arabia
119,SMAAASH سماااش,Adrenaline & Extreme Tours • Climbing Tours,Jeddah,Saudi Arabia
120,Al Dana Massage Center,Hammams & Turkish Baths • Spas,Jeddah,Saudi Arabia
121,Jeddah Tec,Scuba & Snorkelling • Boat Tours,Jeddah,Saudi Arabia
122,Beit Sharbatly,Historic Sites • Architectural Buildings,Jeddah,Saudi Arabia
123,Saudi Safari,Safaris • Taxis & Shuttles,Jeddah,Saudi Arabia
124,Al Saif Baech,Points of Interest & Landmarks • Scenic Walking Areas,Jeddah,Saudi Arabia
125,Al Shafei Mosque,Religious Sites,Jeddah,Saudi Arabia
126,,1,Jeddah,Saudi Arabia
127,Bassam Mousa Alnajar,City Tours • Cultural Tours,Jeddah,Saudi Arabia
128,Peninsula Caravans Tour Operator,Multi-day Tours • Hop-On Hop-Off Tours,Jeddah,Saudi Arabia
129,Pampered,Paint & Pottery Studios,Jeddah,Saudi Arabia
130,Easy Mart,Department Stores,Jeddah,Saudi Arabia
131,Vince Camuto,Speciality & Gift Shops,Jeddah,Saudi Arabia
132,Ted Baker,Speciality & Gift Shops,Jeddah,Saudi Arabia
133,Marks and Spencer,Speciality & Gift Shops,Jeddah,Saudi Arabia
134,Maje,Speciality & Gift Shops,Jeddah,Saudi Arabia
135,Holy Makkah Tours,Multi-day Tours • Cultural Tours,Jeddah,Saudi Arabia
136,Guess Jeans,Speciality & Gift Shops,Jeddah,Saudi Arabia
137,Miss Mila,Speciality & Gift Shops,Jeddah,Saudi Arabia
138,Reebok,Speciality & Gift Shops,Jeddah,Saudi Arabia
139,Marks and Spencer,Speciality & Gift Shops,Jeddah,Saudi Arabia
140,Sandro,Speciality & Gift Shops,Jeddah,Saudi Arabia
141,Sandro,Speciality & Gift Shops,Jeddah,Saudi Arabia
142,Vince Camuto,Speciality & Gift Shops,Jeddah,Saudi Arabia
143,Guess Accessories,Speciality & Gift Shops,Jeddah,Saudi Arabia
144,Marks and Spencer,Speciality & Gift Shops,Jeddah,Saudi Arabia
145,Kate Spade,Speciality & Gift Shops,Jeddah,Saudi Arabia
146,Maje,Speciality & Gift Shops,Jeddah,Saudi Arabia
147,Guess Jeans,Speciality & Gift Shops,Jeddah,Saudi Arabia
148,Guess Jeans,Speciality & Gift Shops,Jeddah,Saudi Arabia
149,Ted Baker,Speciality & Gift Shops,Jeddah,Saudi Arabia
150,BA&SH,Speciality & Gift Shops,Jeddah,Saudi Arabia
151,Stadium,Speciality & Gift Shops,Jeddah,Saudi Arabia
152,Bebe,Speciality & Gift Shops,Jeddah,Saudi Arabia
153,Ted Baker,Speciality & Gift Shops,Jeddah,Saudi Arabia
154,"Markaz Masaj Flbyni,andwnysy Wahijamih 'iislamih",Spas,Jeddah,Saudi Arabia
155,88 Destinations,Multi-day Tours • Sports Camps & Clinics,Jeddah,Saudi Arabia
156,Right Brain Production,Paint & Pottery Studios,Jeddah,Saudi Arabia
157,,1,Jeddah,Saudi Arabia
158,Bomb Cosmetics,Speciality & Gift Shops,Jeddah,Saudi Arabia
159,Carmel Tours,Sightseeing Tours,Jeddah,Saudi Arabia
160,Fakieh Planetarium,Science Museums • Observatories & Planetariums,Jeddah,Saudi Arabia
161,Princess Collection أميرة للأقمشة,Speciality & Gift Shops,Jeddah,Saudi Arabia
162,Cogelex Jif - Store,Antique Shops • Department Stores,Jeddah,Saudi Arabia
163,Cheeky Monkeys,Game & Entertainment Centers,Jeddah,Saudi Arabia
164,Mega Paintball,Sporting Events,Jeddah,Saudi Arabia
165,Mega Paintball,Game & Entertainment Centers,Jeddah,Saudi Arabia
166,Bomb Cosmetics,Speciality & Gift Shops,Jeddah,Saudi Arabia
167,The Outfit Maker,Shopping Malls,Jeddah,Saudi Arabia
168,Mosque Mohammed Hassan Farsi,Points of Interest & Landmarks • Religious Sites,Jeddah,Saudi Arabia
169,,1,Jeddah,Saudi Arabia
